REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Atlantis,NG_Imp,ID,2029,0.19057274073791214
Atlantis,NG_Imp,ID,2030,0.09743289787681725
Atlantis,NG_Imp,ID,2031,0.0
Atlantis,NG_Imp,ID,2032,0.0
Atlantis,NG_Imp,ID,2033,0.0
Atlantis,NG_Imp,ID,2034,0.0
Atlantis,NG_Imp,ID,2035,0.0
Atlantis,NG_Imp,ID,2036,0.0
Atlantis,NG_Imp,ID,2037,0.0
Atlantis,NG_Imp,ID,2038,0.0
Atlantis,NG_Imp,ID,2039,0.0
Atlantis,NG_Imp,ID,2040,0.0
Atlantis,NG_Imp,IN,2014,6.855926400000001
Atlantis,NG_Imp,IN,2015,5.810502271155152
Atlantis,NG_Imp,IN,2016,6.206240886510122
Atlantis,NG_Imp,IN,2017,6.7587247504859205
Atlantis,NG_Imp,IN,2018,6.855926400000001
Atlantis,NG_Imp,IN,2019,6.875006399023407
Atlantis,NG_Imp,IN,2020,3.3817659773302933
Atlantis,NG_Imp,IN,2021,2.8386678318242704
Atlantis,NG_Imp,IN,2022,3.0813691360636586
Atlantis,NG_Imp,IN,2023,3.3803921720327565
Atlantis,NG_Imp,IN,2024,3.51941813460202
Atlantis,NG_Imp,IN,2025,3.7308062138197955
Atlantis,NG_Imp,IN,2026,3.4695085920404174
Atlantis,NG_Imp,IN,2027,3.5859769371723984
Atlantis,NG_Imp,IN,2028,3.7691435480543385
Atlantis,NG_Imp,IN,2029,4.0692242563231975
Atlantis,NG_Imp,IN,2030,4.0692242563231975
Atlantis,NG_Imp,IN,2031,4.0692242563231975
Atlantis,NG_Imp,IN,2032,4.0692242563231975
Atlantis,NG_Imp,IN,2033,4.2723233119029205
Atlantis,NG_Imp,IN,2034,4.377147039531125
Atlantis,NG_Imp,IN,2035,4.481902357515782
Atlantis,NG_Imp,IN,2036,4.590950731576262
Atlantis,NG_Imp,IN,2037,4.705727566427586
Atlantis,NG_Imp,IN,2038,4.827487217460323
Atlantis,NG_Imp,IN,2039,4.954975327870461
Atlantis,NG_Imp,IN,2040,5.086688086126323
Atlantis,NG_Imp,SD,2014,5.7127872905958546
Atlantis,NG_Imp,SD,2015,3.7268623642590635
Atlantis,NG_Imp,SD,2016,4.0495671627719965
Atlantis,NG_Imp,SD,2017,4.498909540450764
Atlantis,NG_Imp,SD,2018,4.535439971372073
Atlantis,NG_Imp,SD,2019,4.041278299065456
Atlantis,NG_Imp,SD,2020,0.4270898580525349
Atlantis,NG_Imp,SD,2021,0.0
Atlantis,NG_Imp,SD,2022,0.14736053788329118
Atlantis,NG_Imp,SD,2023,0.37098468832190257
Atlantis,NG_Imp,SD,2024,0.46337087828141893
Atlantis,NG_Imp,SD,2025,0.6032990119378454
Atlantis,NG_Imp,SD,2026,0.2657490257536045
Atlantis,NG_Imp,SD,2027,0.2984808677716896
Atlantis,NG_Imp,SD,2028,0.435683778036079
Atlantis,NG_Imp,SD,2029,1.2638801838075764
Atlantis,NG_Imp,SD,2030,0.5244219942559776
Atlantis,NG_Imp,SD,2031,0.40993393945962103
Atlantis,NG_Imp,SD,2032,0.29112570039421326
Atlantis,NG_Imp,SD,2033,0.41660127586072637
Atlantis,NG_Imp,SD,2034,0.46609233853036286
Atlantis,NG_Imp,SD,2035,0.5141315669217855
Atlantis,NG_Imp,SD,2036,0.5655695760782319
Atlantis,NG_Imp,SD,2037,0.6191272904286534
Atlantis,NG_Imp,SD,2038,0.6763764580562909
Atlantis,NG_Imp,SD,2039,0.7357453308778901
Atlantis,NG_Imp,SD,2040,0.7970611501863113
Atlantis,NG_Imp,SN,2014,6.43353358514526
Atlantis,NG_Imp,SN,2015,4.453087834898801
Atlantis,NG_Imp,SN,2016,4.789940850972924
Atlantis,NG_Imp,SN,2017,5.260258762349857
Atlantis,NG_Imp,SN,2018,5.32497660018075
Atlantis,NG_Imp,SN,2019,4.858080978717445
Atlantis,NG_Imp,SN,2020,1.268980278950284
Atlantis,NG_Imp,SN,2021,0.7993301672087785
Atlantis,NG_Imp,SN,2022,0.9759680118819594
Atlantis,NG_Imp,SN,2023,1.2318604445410677
Atlantis,NG_Imp,SN,2024,1.3449369871343524
Atlantis,NG_Imp,SN,2025,3.730806213819796
Atlantis,NG_Imp,SN,2026,1.1780793027745065
Atlantis,NG_Imp,SN,2027,1.2287956879289033
Atlantis,NG_Imp,SN,2028,1.3853192450445875
Atlantis,NG_Imp,SN,2029,4.0692242563231975
Atlantis,NG_Imp,SN,2030,4.0692242563231975
Atlantis,NG_Imp,SN,2031,1.4281642335145988
Atlantis,NG_Imp,SN,2032,1.3358103361460363
Atlantis,NG_Imp,SN,2033,1.4864541010550005
Atlantis,NG_Imp,SN,2034,1.5617060261930151
Atlantis,NG_Imp,SN,2035,1.6375693020637576
Atlantis,NG_Imp,SN,2036,1.715478002310107
Atlantis,NG_Imp,SN,2037,1.797720350424489
Atlantis,NG_Imp,SN,2038,1.8849902555310563
Atlantis,NG_Imp,SN,2039,1.976593808505644
Atlantis,NG_Imp,SN,2040,2.0708541365885735
Atlantis,NG_Imp,WD,2014,0.20142616805036498
Atlantis,NG_Imp,WD,2015,0.0
Atlantis,NG_Imp,WD,2016,0.0
Atlantis,NG_Imp,WD,2017,0.0
Atlantis,NG_Imp,WD,2018,0.0
Atlantis,NG_Imp,WD,2019,0.01907999902340623
Atlantis,NG_Imp,WD,2020,0.0
Atlantis,NG_Imp,WD,2021,0.0
Atlantis,NG_Imp,WD,2022,0.0
Atlantis,NG_Imp,WD,2023,0.0
Atlantis,NG_Imp,WD,2024,0.0
Atlantis,NG_Imp,WD,2025,0.10262329442594789
Atlantis,NG_Imp,WD,2026,0.0
Atlantis,NG_Imp,WD,2027,0.0
Atlantis,NG_Imp,WD,2028,0.0
Atlantis,NG_Imp,WD,2029,0.0
Atlantis,NG_Imp,WD,2030,0.1934985490333335
Atlantis,NG_Imp,WD,2031,0.0
Atlantis,NG_Imp,WD,2032,0.0
Atlantis,NG_Imp,WD,2033,0.0
Atlantis,NG_Imp,WD,2034,0.0
Atlantis,NG_Imp,WD,2035,0.0
Atlantis,NG_Imp,WD,2036,0.0
Atlantis,NG_Imp,WD,2037,0.0
Atlantis,NG_Imp,WD,2038,0.0
